run_id,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_143058,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_171221,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_221428,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260419_024022
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_143058,1.0,0.8036529680365296,0.7932584269662921,0.7828507795100222
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_171221,0.8036529680365296,1.0,0.9662921348314607,0.955456570155902
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_221428,0.7932584269662921,0.9662921348314607,1.0,0.9576837416481069
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260419_024022,0.7828507795100222,0.955456570155902,0.9576837416481069,1.0
