left_run_id,right_run_id,left_span_count,right_span_count,label_jaccard,normalized_lcs
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_143058,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_171221,754,876,1.0,0.8036529680365296
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_143058,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_221428,754,890,1.0,0.7932584269662921
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_143058,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260419_024022,754,898,1.0,0.7828507795100222
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_171221,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_221428,876,890,1.0,0.9662921348314607
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_171221,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260419_024022,876,898,1.0,0.955456570155902
ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260418_221428,ace_finer_offline_ace_all_gptoss120b_subset_smoke_42_20260419_024022,890,898,1.0,0.9576837416481069
